"","estimate","se","lcl","ucl","fixed","note"
"p s1 gunidsex4 c206 c77 a35 o111 t241",141685,0,141685,141685,"     "," Fixed              "
"p s1 gunidsex4 c207 c78 a34 o111 t241",141858,0,141858,141858,"     "," Fixed              "
"p s1 gunidsex4 c208 c79 a33 o111 t241",142030,0,142030,142030,"     "," Fixed              "
"p s1 gunidsex4 c209 c80 a32 o111 t241",142201,0,142201,142201,"     "," Fixed              "
"p s1 gunidsex4 c210 c81 a31 o111 t241",142371,0,142371,142371,"     "," Fixed              "
"p s1 gunidsex4 c211 c82 a30 o111 t241",142540,0,142540,142540,"     "," Fixed              "
"p s1 gunidsex4 c212 c83 a29 o111 t241",142708,0,142708,142708,"     "," Fixed              "
"p s1 gunidsex4 c213 c84 a28 o111 t241",142875,0,142875,142875,"     "," Fixed              "
"p s1 gunidsex4 c214 c85 a27 o111 t241",143041,0,143041,143041,"     "," Fixed              "
"p s1 gunidsex4 c215 c86 a26 o111 t241",143206,0,143206,143206,"     "," Fixed              "
"p s1 gunidsex4 c216 c87 a25 o111 t241",143370,0,143370,143370,"     "," Fixed              "
"p s1 gunidsex4 c217 c88 a24 o111 t241",143533,0,143533,143533,"     "," Fixed              "
"p s1 gunidsex4 c218 c89 a23 o111 t241",143695,0,143695,143695,"     "," Fixed              "
"p s1 gunidsex4 c219 c90 a22 o111 t241",143856,0,143856,143856,"     "," Fixed              "
"p s1 gunidsex4 c220 c91 a21 o111 t241",144016,0,144016,144016,"     "," Fixed              "
"p s1 gunidsex4 c221 c92 a20 o111 t241",144175,0,144175,144175,"     "," Fixed              "
"p s1 gunidsex4 c222 c93 a19 o111 t241",144333,0,144333,144333,"     "," Fixed              "
"p s1 gunidsex4 c223 c94 a18 o111 t241",144490,0,144490,144490,"     "," Fixed              "
"p s1 gunidsex4 c224 c95 a17 o111 t241",144646,0,144646,144646,"     "," Fixed              "
"p s1 gunidsex4 c225 c96 a16 o111 t241",144801,0,144801,144801,"     "," Fixed              "
"p s1 gunidsex4 c226 c97 a15 o111 t241",144955,0,144955,144955,"     "," Fixed              "
"p s1 gunidsex4 c227 c98 a14 o111 t241",145108,0,145108,145108,"     "," Fixed              "
"p s1 gunidsex4 c228 c99 a13 o111 t241",145260,0,145260,145260,"     "," Fixed              "
"p s1 gunidsex4 c229 c100 a12 o111 t241",145411,0,145411,145411,"     "," Fixed              "
"p s1 gunidsex4 c230 c101 a11 o111 t241",145561,0,145561,145561,"     "," Fixed              "
"p s1 gunidsex4 c231 c102 a10 o111 t241",145710,0,145710,145710,"     "," Fixed              "
"p s1 gunidsex4 c232 c103 a9 o111 t241",145858,0,145858,145858,"     "," Fixed              "
"p s1 gunidsex4 c233 c104 a8 o111 t241",146005,0,146005,146005,"     "," Fixed              "
"p s1 gunidsex4 c234 c105 a7 o111 t241",146151,0,146151,146151,"     "," Fixed              "
"p s1 gunidsex4 c235 c106 a6 o111 t241",146296,0,146296,146296,"     "," Fixed              "
"p s1 gunidsex4 c236 c107 a5 o111 t241",146440,0,146440,146440,"     "," Fixed              "
"p s1 gunidsex4 c237 c108 a4 o111 t241",146583,0,146583,146583,"     "," Fixed              "
"p s1 gunidsex4 c238 c109 a3 o111 t241",146725,0,146725,146725,"     "," Fixed              "
"p s1 gunidsex4 c239 c110 a2 o111 t241",146866,0,146866,146866,"     "," Fixed              "
"p s1 gunidsex4 c240 c111 a1 o111 t241",147006,0,147006,147006,"     "," Fixed              "
"p s2 gunidsex4 c130 c1 a111 o111 t241",156986,0,156986,156986,"     "," Fixed              "
"p s2 gunidsex4 c131 c2 a110 o111 t241",157235,0,157235,157235,"     "," Fixed              "
"p s2 gunidsex4 c132 c3 a109 o111 t241",157483,0,157483,157483,"     "," Fixed              "
"p s2 gunidsex4 c133 c4 a108 o111 t241",157730,0,157730,157730,"     "," Fixed              "
"p s2 gunidsex4 c134 c5 a107 o111 t241",157976,0,157976,157976,"     "," Fixed              "
"p s2 gunidsex4 c135 c6 a106 o111 t241",158221,0,158221,158221,"     "," Fixed              "
"p s2 gunidsex4 c136 c7 a105 o111 t241",158465,0,158465,158465,"     "," Fixed              "
"p s2 gunidsex4 c137 c8 a104 o111 t241",158708,0,158708,158708,"     "," Fixed              "
"p s2 gunidsex4 c138 c9 a103 o111 t241",158950,0,158950,158950,"     "," Fixed              "
"p s2 gunidsex4 c139 c10 a102 o111 t241",159191,0,159191,159191,"     "," Fixed              "
"p s2 gunidsex4 c140 c11 a101 o111 t241",159431,0,159431,159431,"     "," Fixed              "
"p s2 gunidsex4 c141 c12 a100 o111 t241",159670,0,159670,159670,"     "," Fixed              "
"p s2 gunidsex4 c142 c13 a99 o111 t241",159908,0,159908,159908,"     "," Fixed              "
"p s2 gunidsex4 c143 c14 a98 o111 t241",160145,0,160145,160145,"     "," Fixed              "
"p s2 gunidsex4 c144 c15 a97 o111 t241",160381,0,160381,160381,"     "," Fixed              "
"p s2 gunidsex4 c145 c16 a96 o111 t241",160616,0,160616,160616,"     "," Fixed              "
"p s2 gunidsex4 c146 c17 a95 o111 t241",160850,0,160850,160850,"     "," Fixed              "
"p s2 gunidsex4 c147 c18 a94 o111 t241",161083,0,161083,161083,"     "," Fixed              "
"p s2 gunidsex4 c148 c19 a93 o111 t241",161315,0,161315,161315,"     "," Fixed              "
"p s2 gunidsex4 c149 c20 a92 o111 t241",161546,0,161546,161546,"     "," Fixed              "
"p s2 gunidsex4 c150 c21 a91 o111 t241",161776,0,161776,161776,"     "," Fixed              "
"p s2 gunidsex4 c151 c22 a90 o111 t241",162005,0,162005,162005,"     "," Fixed              "
"p s2 gunidsex4 c152 c23 a89 o111 t241",162233,0,162233,162233,"     "," Fixed              "
"p s2 gunidsex4 c153 c24 a88 o111 t241",162460,0,162460,162460,"     "," Fixed              "
"p s2 gunidsex4 c154 c25 a87 o111 t241",162686,0,162686,162686,"     "," Fixed              "
"p s2 gunidsex4 c155 c26 a86 o111 t241",162911,0,162911,162911,"     "," Fixed              "
"p s2 gunidsex4 c156 c27 a85 o111 t241",163135,0,163135,163135,"     "," Fixed              "
"p s2 gunidsex4 c157 c28 a84 o111 t241",163358,0,163358,163358,"     "," Fixed              "
"p s2 gunidsex4 c158 c29 a83 o111 t241",163580,0,163580,163580,"     "," Fixed              "
"p s2 gunidsex4 c159 c30 a82 o111 t241",163801,0,163801,163801,"     "," Fixed              "
"p s2 gunidsex4 c160 c31 a81 o111 t241",164021,0,164021,164021,"     "," Fixed              "
"p s2 gunidsex4 c161 c32 a80 o111 t241",164240,0,164240,164240,"     "," Fixed              "
"p s2 gunidsex4 c162 c33 a79 o111 t241",164458,0,164458,164458,"     "," Fixed              "
"p s2 gunidsex4 c163 c34 a78 o111 t241",164675,0,164675,164675,"     "," Fixed              "
"p s2 gunidsex4 c164 c35 a77 o111 t241",164891,0,164891,164891,"     "," Fixed              "
"p s2 gunidsex4 c165 c36 a76 o111 t241",165106,0,165106,165106,"     "," Fixed              "
"p s2 gunidsex4 c166 c37 a75 o111 t241",165320,0,165320,165320,"     "," Fixed              "
"p s2 gunidsex4 c167 c38 a74 o111 t241",165533,0,165533,165533,"     "," Fixed              "
"p s2 gunidsex4 c168 c39 a73 o111 t241",165745,0,165745,165745,"     "," Fixed              "
"p s2 gunidsex4 c169 c40 a72 o111 t241",165956,0,165956,165956,"     "," Fixed              "
"p s2 gunidsex4 c170 c41 a71 o111 t241",166166,0,166166,166166,"     "," Fixed              "
"p s2 gunidsex4 c171 c42 a70 o111 t241",166375,0,166375,166375,"     "," Fixed              "
"p s2 gunidsex4 c172 c43 a69 o111 t241",166583,0,166583,166583,"     "," Fixed              "
"p s2 gunidsex4 c173 c44 a68 o111 t241",166790,0,166790,166790,"     "," Fixed              "
"p s2 gunidsex4 c174 c45 a67 o111 t241",166996,0,166996,166996,"     "," Fixed              "
"p s2 gunidsex4 c175 c46 a66 o111 t241",167201,0,167201,167201,"     "," Fixed              "
"p s2 gunidsex4 c176 c47 a65 o111 t241",167405,0,167405,167405,"     "," Fixed              "
"p s2 gunidsex4 c177 c48 a64 o111 t241",167608,0,167608,167608,"     "," Fixed              "
"p s2 gunidsex4 c178 c49 a63 o111 t241",167810,0,167810,167810,"     "," Fixed              "
"p s2 gunidsex4 c179 c50 a62 o111 t241",168011,0,168011,168011,"     "," Fixed              "
"p s2 gunidsex4 c180 c51 a61 o111 t241",168211,0,168211,168211,"     "," Fixed              "
"p s2 gunidsex4 c181 c52 a60 o111 t241",168410,0,168410,168410,"     "," Fixed              "
"p s2 gunidsex4 c182 c53 a59 o111 t241",168608,0,168608,168608,"     "," Fixed              "
"p s2 gunidsex4 c183 c54 a58 o111 t241",168805,0,168805,168805,"     "," Fixed              "
"p s2 gunidsex4 c184 c55 a57 o111 t241",169001,0,169001,169001,"     "," Fixed              "
"p s2 gunidsex4 c185 c56 a56 o111 t241",169196,0,169196,169196,"     "," Fixed              "
"p s2 gunidsex4 c186 c57 a55 o111 t241",169390,0,169390,169390,"     "," Fixed              "
"p s2 gunidsex4 c187 c58 a54 o111 t241",169583,0,169583,169583,"     "," Fixed              "
"p s2 gunidsex4 c188 c59 a53 o111 t241",169775,0,169775,169775,"     "," Fixed              "
"p s2 gunidsex4 c189 c60 a52 o111 t241",169966,0,169966,169966,"     "," Fixed              "
"p s2 gunidsex4 c190 c61 a51 o111 t241",170156,0,170156,170156,"     "," Fixed              "
"p s2 gunidsex4 c191 c62 a50 o111 t241",170345,0,170345,170345,"     "," Fixed              "
"p s2 gunidsex4 c192 c63 a49 o111 t241",170533,0,170533,170533,"     "," Fixed              "
"p s2 gunidsex4 c193 c64 a48 o111 t241",170720,0,170720,170720,"     "," Fixed              "
"p s2 gunidsex4 c194 c65 a47 o111 t241",170906,0,170906,170906,"     "," Fixed              "
"p s2 gunidsex4 c195 c66 a46 o111 t241",171091,0,171091,171091,"     "," Fixed              "
"p s2 gunidsex4 c196 c67 a45 o111 t241",171275,0,171275,171275,"     "," Fixed              "
"p s2 gunidsex4 c197 c68 a44 o111 t241",171458,0,171458,171458,"     "," Fixed              "
"p s2 gunidsex4 c198 c69 a43 o111 t241",171640,0,171640,171640,"     "," Fixed              "
"p s2 gunidsex4 c199 c70 a42 o111 t241",171821,0,171821,171821,"     "," Fixed              "
"p s2 gunidsex4 c200 c71 a41 o111 t241",172001,0,172001,172001,"     "," Fixed              "
"p s2 gunidsex4 c201 c72 a40 o111 t241",172180,0,172180,172180,"     "," Fixed              "
"p s2 gunidsex4 c202 c73 a39 o111 t241",172358,0,172358,172358,"     "," Fixed              "
"p s2 gunidsex4 c203 c74 a38 o111 t241",172535,0,172535,172535,"     "," Fixed              "
"p s2 gunidsex4 c204 c75 a37 o111 t241",172711,0,172711,172711,"     "," Fixed              "
"p s2 gunidsex4 c205 c76 a36 o111 t241",172886,0,172886,172886,"     "," Fixed              "
"p s2 gunidsex4 c206 c77 a35 o111 t241",173060,0,173060,173060,"     "," Fixed              "
"p s2 gunidsex4 c207 c78 a34 o111 t241",173233,0,173233,173233,"     "," Fixed              "
"p s2 gunidsex4 c208 c79 a33 o111 t241",173405,0,173405,173405,"     "," Fixed              "
"p s2 gunidsex4 c209 c80 a32 o111 t241",173576,0,173576,173576,"     "," Fixed              "
"p s2 gunidsex4 c210 c81 a31 o111 t241",173746,0,173746,173746,"     "," Fixed              "
"p s2 gunidsex4 c211 c82 a30 o111 t241",173915,0,173915,173915,"     "," Fixed              "
"p s2 gunidsex4 c212 c83 a29 o111 t241",174083,0,174083,174083,"     "," Fixed              "
"p s2 gunidsex4 c213 c84 a28 o111 t241",174250,0,174250,174250,"     "," Fixed              "
"p s2 gunidsex4 c214 c85 a27 o111 t241",174416,0,174416,174416,"     "," Fixed              "
"p s2 gunidsex4 c215 c86 a26 o111 t241",174581,0,174581,174581,"     "," Fixed              "
"p s2 gunidsex4 c216 c87 a25 o111 t241",174745,0,174745,174745,"     "," Fixed              "
"p s2 gunidsex4 c217 c88 a24 o111 t241",174908,0,174908,174908,"     "," Fixed              "
"p s2 gunidsex4 c218 c89 a23 o111 t241",175070,0,175070,175070,"     "," Fixed              "
"p s2 gunidsex4 c219 c90 a22 o111 t241",175231,0,175231,175231,"     "," Fixed              "
"p s2 gunidsex4 c220 c91 a21 o111 t241",175391,0,175391,175391,"     "," Fixed              "
"p s2 gunidsex4 c221 c92 a20 o111 t241",175550,0,175550,175550,"     "," Fixed              "
"p s2 gunidsex4 c222 c93 a19 o111 t241",175708,0,175708,175708,"     "," Fixed              "
"p s2 gunidsex4 c223 c94 a18 o111 t241",175865,0,175865,175865,"     "," Fixed              "
"p s2 gunidsex4 c224 c95 a17 o111 t241",176021,0,176021,176021,"     "," Fixed              "
"p s2 gunidsex4 c225 c96 a16 o111 t241",176176,0,176176,176176,"     "," Fixed              "
"p s2 gunidsex4 c226 c97 a15 o111 t241",176330,0,176330,176330,"     "," Fixed              "
"p s2 gunidsex4 c227 c98 a14 o111 t241",176483,0,176483,176483,"     "," Fixed              "
"p s2 gunidsex4 c228 c99 a13 o111 t241",176635,0,176635,176635,"     "," Fixed              "
"p s2 gunidsex4 c229 c100 a12 o111 t241",176786,0,176786,176786,"     "," Fixed              "
"p s2 gunidsex4 c230 c101 a11 o111 t241",176936,0,176936,176936,"     "," Fixed              "
"p s2 gunidsex4 c231 c102 a10 o111 t241",177085,0,177085,177085,"     "," Fixed              "
"p s2 gunidsex4 c232 c103 a9 o111 t241",177233,0,177233,177233,"     "," Fixed              "
"p s2 gunidsex4 c233 c104 a8 o111 t241",177380,0,177380,177380,"     "," Fixed              "
"p s2 gunidsex4 c234 c105 a7 o111 t241",177526,0,177526,177526,"     "," Fixed              "
"p s2 gunidsex4 c235 c106 a6 o111 t241",177671,0,177671,177671,"     "," Fixed              "
"p s2 gunidsex4 c236 c107 a5 o111 t241",177815,0,177815,177815,"     "," Fixed              "
"p s2 gunidsex4 c237 c108 a4 o111 t241",177958,0,177958,177958,"     "," Fixed              "
"p s2 gunidsex4 c238 c109 a3 o111 t241",178100,0,178100,178100,"     "," Fixed              "
"p s2 gunidsex4 c239 c110 a2 o111 t241",178241,0,178241,178241,"     "," Fixed              "
"p s2 gunidsex4 c240 c111 a1 o111 t241",178381,0,178381,178381,"     "," Fixed              "
"p s1 gfemale4 c130 c1 a137 o137 t267",0,0,0,0,"     "," Fixed              "
